Column_Label,Type,Keep_or_Remove
HBB,Gene_Expr,Keep
KIAA1456,Gene_Expr,Keep
RP11-704M14.1,Gene_Expr,Keep
IGKV2-23,Gene_Expr,Keep
RP11-129J12.2,Gene_Expr,Keep
RP11-497G19.2,Gene_Expr,Keep
RP11-497G19.1,Gene_Expr,Keep
RP11-424G14.1,Gene_Expr,Keep
AC004791.2,Gene_Expr,Keep
RP11-114I8.4,Gene_Expr,Keep
Tsne1,Tsne1_Gene_Expr,Keep
Tsne2,Tsne2_Gene_Expr,Keep
Pheno,Train_or_Test,Remove
dbgap_subject_id,Id,Remove
dbgap_dnaseq_sample,Id,Remove
cohort,Id,Remove
used_manuscript_analyses,Clinical,Remove
manuscript_dnaseq,Clinical,Remove
manuscript_rnaseq,Clinical,Remove
manuscript_inhibitor,Clinical,Remove
consensus_sex,Clinical,Keep
inferred_sex,Clinical,Keep
reportedRace,Clinical,Keep
reportedEthnicity,Clinical,Keep
inferred_ethnicity,Clinical,Remove
centerID,Clinical,Remove
CEBPA_Biallelic,Clinical,Remove
consensusAMLFusions,Clinical,Remove
ageAtDiagnosis,Clinical,Keep
isRelapse,Clinical,Keep
isDenovo,Clinical,Keep
isTransformed,Clinical,Remove
specificDxAtAcquisition_MDSMPN,Clinical,Remove
nonAML_MDSMPN_specificDxAtAcquisition,Clinical,Remove
priorMalignancyNonMyeloid,Clinical,Remove
priorMalignancyType,Clinical,Remove
cumulativeChemo,Clinical,Remove
priorMalignancyRadiationTx,Clinical,Remove
priorMDS,Clinical,Remove
priorMDSMoreThanTwoMths,Clinical,Remove
priorMDSMPN,Clinical,Remove
priorMDSMPNMoreThanTwoMths,Clinical,Remove
priorMPN,Clinical,Remove
priorMPNMoreThanTwoMths,Clinical,Remove
dxAtInclusion,Clinical,Remove
specificDxAtInclusion,Clinical,Remove
ELN2017,Clinical,Remove
dxAtSpecimenAcquisition,Clinical,Remove
specificDxAtAcquisition,Clinical,Remove
ageAtSpecimenAcquisition,Clinical,Keep
timeOfSampleCollectionRelativeToInclusion,Clinical,Remove
specimenGroups,Clinical,Remove
diseaseStageAtSpecimenCollection,Clinical,Remove
specimenType,Clinical,Remove
rnaSeq,Clinical,Remove
exomeSeq,Clinical,Remove
totalDrug,Clinical,Remove
analysisRnaSeq,Clinical,Remove
analysisExomeSeq,Clinical,Remove
analysisDrug,Clinical,Remove
cumulativeTreatmentTypeCount,Clinical,Remove
cumulativeTreatmentTypes,Clinical,Remove
cumulativeTreatmentRegimenCount,Clinical,Remove
cumulativeTreatmentRegimens,Clinical,Remove
cumulativeTreatmentStageCount,Clinical,Remove
cumulativeTreatmentStages,Clinical,Remove
responseToInductionTx,Clinical,Remove
typeInductionTx,Clinical,Remove
responseDurationToInductionTx,Clinical,Remove
mostRecentTreatmentType,Clinical,Remove
currentRegimen,Clinical,Remove
currentStage,Clinical,Remove
mostRecentTreatmentDuration,Clinical,Remove
vitalStatus,Clinical,Keep
overallSurvival,Clinical,Keep
causeOfDeath,Clinical,Remove
%.Basophils.in.PB,Clinical,Keep
%.Blasts.in.BM,Clinical,Keep
%.Blasts.in.PB,Clinical,Keep
%.Eosinophils.in.PB,Clinical,Keep
%.Immature.Granulocytes.in.PB,Clinical,Keep
%.Lymphocytes.in.PB,Clinical,Keep
%.Monocytes.in.PB,Clinical,Keep
%.Neutrophils.in.PB,Clinical,Keep
%.Nucleated.RBCs.in.PB,Clinical,Keep
ALT,Clinical,Keep
AST,Clinical,Keep
albumin,Clinical,Keep
creatinine,Clinical,Keep
fabBlastMorphology,Clinical,Keep
hematocrit,Clinical,Keep
hemoglobin,Clinical,Keep
karyotype,Clinical,Keep
LDH,Clinical,Keep
MCV,Clinical,Keep
otherCytogenetics,Clinical,Keep
plateletCount,Clinical,Keep
surfaceAntigensImmunohistochemicalStains,Clinical,Keep
totalProtein,Clinical,Keep
wbcCount,Clinical,Keep
FLT3-ITD,Clinical,Keep
allelic_ratio,Clinical,Remove
NPM1.y,Clinical,Keep
RUNX1.y,Clinical,Keep
ASXL1.y,Clinical,Keep
TP53.y,Clinical,Keep
variantSummary,Clinical,Remove
[HM] Hypoxia,Pathway,Keep
[HM] Mitotic spindle,Pathway,Keep
[HM] Wnt beta catenin signaling,Pathway,Keep
[HM] TGF beta signaling,Pathway,Keep
[HM] DNA repair,Pathway,Keep
[HM] G2M checkpoint,Pathway,Keep
[HM] Apoptosis,Pathway,Keep
[HM] Notch signaling,Pathway,Keep
[HM] Hedgehog signaling,Pathway,Keep
[HM] PI3K Akt mTOR signaling,Pathway,Keep
[HM] mTORC1 signaling,Pathway,Keep
[HM] E2F targets,Pathway,Keep
[HM] Epithelial mesenchymal transition,Pathway,Keep
[HM] Oxidative phosphorylation,Pathway,Keep
[HM] Glycolysis,Pathway,Keep
[HM] Reactive oxigen species pathway,Pathway,Keep
[HM] p53 pathway,Pathway,Keep
[HM] UV response up,Pathway,Keep
[HM] UV response down,Pathway,Keep
[HM] Angiogenesis,Pathway,Keep
[HM] KRAS signaling up,Pathway,Keep
[HM] KRAS signaling down,Pathway,Keep
[HM] Myc targets,Pathway,Keep
[HM] Estrogen response,Pathway,Keep
[IPA] ERK MAPK Signaling,Pathway,Keep
[IPA] HMGB1 Signaling,Pathway,Keep
[IPA] ErbB Signaling,Pathway,Keep
[IPA] PTEN Signaling,Pathway,Keep
[IPA] PI3K AKT Signaling,Pathway,Keep
[IPA] HER 2 Signaling in Breast Cancer,Pathway,Keep
[IPA] mTOR Signaling,Pathway,Keep
[IPA] AMPK Signaling,Pathway,Keep
[IPA] p38 MAPK Signaling,Pathway,Keep
[IPA] Myc Mediated Apoptosis Signaling,Pathway,Keep
[IPA] EGF Signaling,Pathway,Keep
[IPA] VEGF Signaling,Pathway,Keep
[IPA] Estrogen Dependent Breast Cancer Signaling,Pathway,Keep
[IPA] TNFR1 Signaling,Pathway,Keep
[IPA] ErbB2 ErbB3 Signaling,Pathway,Keep
[IPA] UVC Induced MAPK Signaling,Pathway,Keep
[IPA] UVA Induced MAPK Signaling,Pathway,Keep
[IPA] UVB Induced MAPK Signaling,Pathway,Keep
[IPA] ERK5 Signaling,Pathway,Keep
[IPA] Mismatch Repair in Eukaryotes,Pathway,Keep
[IPA] Telomere Extension by Telomerase,Pathway,Keep
[TBI] Barrier genes,Pathway,Keep
[TBI] MAPK up genes,Pathway,Keep
[TBI] Phopholipase,Pathway,Keep
[LM] Proliferation,Pathway,Keep
[TPW] PI3Kgamma Signature,Pathway,Keep
[TPW] NOS1 Signature,Pathway,Keep
[TPW] SHC1/pSTAT3 Signature,Pathway,Keep
[TPW] Hypoxia/Adenosine Immune Cell Suppression,Pathway,Keep
[TPW] Immunogenic Cell Death (ICD),Pathway,Keep
HSC-like,CellType,Keep
Progenitor-like,CellType,Keep
GMP-like,CellType,Keep
Promono-like,CellType,Keep
Monocyte-like,CellType,Keep
cDC-like,CellType,Keep
M0,Module,Keep
M1,Module,Keep
M11,Module,Keep
M12,Module,Keep
M14,Module,Keep
M16,Module,Keep
M21,Module,Keep
M23,Module,Keep
M3,Module,Keep
M4,Module,Keep
M6,Module,Keep
M7,Module,Keep
M8,Module,Keep
M9,Module,Keep
DNMT3A.y,Mutated_Gene,Keep
TET2.y,Mutated_Gene,Keep
NRAS.y,Mutated_Gene,Keep
TP53,Mutated_Gene,Keep
RUNX1,Mutated_Gene,Keep
IDH2.y,Mutated_Gene,Keep
FLT3.y,Mutated_Gene,Keep
SRSF2.y,Mutated_Gene,Keep
WT1.y,Mutated_Gene,Keep
IDH1.y,Mutated_Gene,Keep
KRAS.y,Mutated_Gene,Keep
SF3B1.y,Mutated_Gene,Keep
U2AF1.y,Mutated_Gene,Keep
GATA2.y,Mutated_Gene,Keep
PTPN11.y,Mutated_Gene,Keep
NPM1,Mutated_Gene,Keep
STAG2.y,Mutated_Gene,Keep
CEBPA.y,Mutated_Gene,Keep
ASXL1,Mutated_Gene,Keep
BCOR.y,Mutated_Gene,Keep
PHF6.y,Mutated_Gene,Keep
JAK2.y,Mutated_Gene,Keep
NF1.y,Mutated_Gene,Keep
EZH2.y,Mutated_Gene,Keep
KIT.y,Mutated_Gene,Keep
CSF3R.y,Mutated_Gene,Keep
SMC1A.y,Mutated_Gene,Keep
RAD21.y,Mutated_Gene,Keep
CBL.y,Mutated_Gene,Keep
OTOP2,Mutated_Gene,Keep
SMC3,Mutated_Gene,Keep
IKZF1.y,Mutated_Gene,Keep
PDS5B,Mutated_Gene,Keep
SETBP1.y,Mutated_Gene,Keep
ZRSR2.y,Mutated_Gene,Keep
CCND3.y,Mutated_Gene,Keep
ACAN,Mutated_Gene,Keep
CSMD2,Mutated_Gene,Keep
PUF60,Mutated_Gene,Keep
MYH13,Mutated_Gene,Keep
TRRAP.y,Mutated_Gene,Keep
BRCC3,Mutated_Gene,Keep
TCHH,Mutated_Gene,Keep
DOCK7,Mutated_Gene,Keep
ADCY8,Mutated_Gene,Keep
SORCS2,Mutated_Gene,Keep
NFATC4,Mutated_Gene,Keep
TEX15,Mutated_Gene,Keep
MAMLD1,Mutated_Gene,Keep
BBS10,Mutated_Gene,Keep
RPAP1,Mutated_Gene,Keep
SH2D7,Mutated_Gene,Keep
DCDC1,Mutated_Gene,Keep
ATP8B3,Mutated_Gene,Keep
LPIN2,Mutated_Gene,Keep
MYB.y,Mutated_Gene,Keep
GJA8,Mutated_Gene,Keep
GRM4,Mutated_Gene,Keep
KCNH7,Mutated_Gene,Keep
GRM3,Mutated_Gene,Keep
UBR5.y,Mutated_Gene,Keep
ARHGEF10.y,Mutated_Gene,Keep
BCORL1.y,Mutated_Gene,Keep
ACOT2,Mutated_Gene,Keep
ETV6.y,Mutated_Gene,Keep
TENM2,Mutated_Gene,Keep
EP300.y,Mutated_Gene,Keep
JAK3.y,Mutated_Gene,Keep
NFIA,Mutated_Gene,Keep
TOPAZ1,Mutated_Gene,Keep
IGFN1,Mutated_Gene,Keep
BRAF.y,Mutated_Gene,Keep
PRPH,Mutated_Gene,Keep
MPL.y,Mutated_Gene,Keep
NOS1,Mutated_Gene,Keep
RBBP6,Mutated_Gene,Keep
RIT1,Mutated_Gene,Keep
DSCAM,Mutated_Gene,Keep
GNAS.y,Mutated_Gene,Keep
TMPRSS6,Mutated_Gene,Keep
CHD7,Mutated_Gene,Keep
CREBBP.y,Mutated_Gene,Keep
SYCP2,Mutated_Gene,Keep
HUNK,Mutated_Gene,Keep
MAP2,Mutated_Gene,Keep
RPGRIP1,Mutated_Gene,Keep
TCTN2,Mutated_Gene,Keep
MYO1A,Mutated_Gene,Keep
RIMS1,Mutated_Gene,Keep
NBEAL2,Mutated_Gene,Keep
PCDH1,Mutated_Gene,Keep
SPEG,Mutated_Gene,Keep
FILIP1,Mutated_Gene,Keep
CTCF.y,Mutated_Gene,Keep
FOLR4,Mutated_Gene,Keep
CNTNAP3B,Mutated_Gene,Keep
TSHZ2,Mutated_Gene,Keep
SERPINI1,Mutated_Gene,Keep
FER1L6,Mutated_Gene,Keep
NAV3,Mutated_Gene,Keep
HIST1H1C,Mutated_Gene,Keep
PAPPA2,Mutated_Gene,Keep
CHD2.y,Mutated_Gene,Keep
RANBP17,Mutated_Gene,Keep
SI,Mutated_Gene,Keep
FBLN2.y,Mutated_Gene,Keep
MYH14,Mutated_Gene,Keep
C6,Mutated_Gene,Keep
BRINP1,Mutated_Gene,Keep
DUOX1,Mutated_Gene,Keep
FRYL,Mutated_Gene,Keep
SCN5A,Mutated_Gene,Keep
COL12A1,Mutated_Gene,Keep
EPHA3,Mutated_Gene,Keep
SNCAIP.y,Mutated_Gene,Keep
PRPF8,Mutated_Gene,Keep
ADAMTSL1,Mutated_Gene,Keep
AS3MT,Mutated_Gene,Keep
SUSD5,Mutated_Gene,Keep
CHD6,Mutated_Gene,Keep
COL6A6,Mutated_Gene,Keep
MYO6,Mutated_Gene,Keep
UNC80,Mutated_Gene,Keep
HTR4,Mutated_Gene,Keep
WDR72,Mutated_Gene,Keep
MYO16,Mutated_Gene,Keep
KIF2B,Mutated_Gene,Keep
ATG2A,Mutated_Gene,Keep
BMP2K,Mutated_Gene,Keep
CALR.y,Mutated_Gene,Keep
TBL1XR1.y,Mutated_Gene,Keep
SETD2.y,Mutated_Gene,Keep
MYC.y,Mutated_Gene,Keep
TMEM132D,Mutated_Gene,Keep
KCNMA1,Mutated_Gene,Keep
RSPH6A,Mutated_Gene,Keep
CACNA2D3,Mutated_Gene,Keep
MXRA5,Mutated_Gene,Keep
SH3KBP1,Mutated_Gene,Keep
NUP98.y,Mutated_Gene,Keep
NFE2,Mutated_Gene,Keep
SUZ12.y,Mutated_Gene,Keep
WDR87,Mutated_Gene,Keep
LOXHD1,Mutated_Gene,Keep
ZFHX4,Mutated_Gene,Keep
SLC9B1P1,Mutated_Gene,Keep
RIN3,Mutated_Gene,Keep
UGT2B10,Mutated_Gene,Keep
GRIK2,Mutated_Gene,Keep
ZNF285,Mutated_Gene,Keep
STAG1.y,Mutated_Gene,Keep
NLRP1,Mutated_Gene,Keep
DGKI,Mutated_Gene,Keep
MMRN2,Mutated_Gene,Keep
EYS,Mutated_Gene,Keep
KAT6B.y,Mutated_Gene,Keep
PKD1L2,Mutated_Gene,Keep
GRIN2B,Mutated_Gene,Keep
SCN1A,Mutated_Gene,Keep
MSH2.y,Mutated_Gene,Keep
KIF26A,Mutated_Gene,Keep
PAPD7,Mutated_Gene,Keep
RIMBP3,Mutated_Gene,Keep
SEMA5A,Mutated_Gene,Keep
ABCC8,Mutated_Gene,Keep
PCDH15,Mutated_Gene,Keep
WDR52,Mutated_Gene,Keep
DMBT1,Mutated_Gene,Keep
OTOGL,Mutated_Gene,Keep
TBL3,Mutated_Gene,Keep
SGSM1,Mutated_Gene,Keep
TIAM1,Mutated_Gene,Keep
XIRP1,Mutated_Gene,Keep
RSL1D1,Mutated_Gene,Keep
BARHL1,Mutated_Gene,Keep
TPTE2,Mutated_Gene,Keep
AQR,Mutated_Gene,Keep
PPIL4,Mutated_Gene,Keep
NEO1,Mutated_Gene,Keep
TRPM3,Mutated_Gene,Keep
MED14,Mutated_Gene,Keep
MAN2C1,Mutated_Gene,Keep
IARS,Mutated_Gene,Keep
DOCK3,Mutated_Gene,Keep
INCENP,Mutated_Gene,Keep
MDM1,Mutated_Gene,Keep
PRKAR2B,Mutated_Gene,Keep
CLCA2,Mutated_Gene,Keep
CHI3L1,Mutated_Gene,Keep
SENP1,Mutated_Gene,Keep
MTUS2,Mutated_Gene,Keep
SCN9A.y,Mutated_Gene,Keep
DOCK4,Mutated_Gene,Keep
MED13,Mutated_Gene,Keep
EFCC1,Mutated_Gene,Keep
KDM5C.y,Mutated_Gene,Keep
AGR3,Mutated_Gene,Keep
XKR4,Mutated_Gene,Keep
CTSD,Mutated_Gene,Keep
SLC4A1.y,Mutated_Gene,Keep
SLC5A1,Mutated_Gene,Keep
FSTL1,Mutated_Gene,Keep
CCDC129,Mutated_Gene,Keep
SART1,Mutated_Gene,Keep
PIKFYVE,Mutated_Gene,Keep
WNT7B,Mutated_Gene,Keep
APBB2,Mutated_Gene,Keep
ADAMTS6,Mutated_Gene,Keep
CREB5,Mutated_Gene,Keep
SLC4A2,Mutated_Gene,Keep
SLC44A1,Mutated_Gene,Keep
HTR1D,Mutated_Gene,Keep
PGBD5,Mutated_Gene,Keep
SERPINA11,Mutated_Gene,Keep
PTPRS,Mutated_Gene,Keep
USP9X.y,Mutated_Gene,Keep
APCDD1,Mutated_Gene,Keep
FLNB,Mutated_Gene,Keep
SSC5D,Mutated_Gene,Keep
CADPS2,Mutated_Gene,Keep
POLQ.y,Mutated_Gene,Keep
TMC3,Mutated_Gene,Keep
CCDC141,Mutated_Gene,Keep
PXDNL,Mutated_Gene,Keep
NPR3,Mutated_Gene,Keep
SPRED2,Mutated_Gene,Keep
ARHGEF10L.y,Mutated_Gene,Keep
COL19A1,Mutated_Gene,Keep
LRRIQ1,Mutated_Gene,Keep
IMPG1,Mutated_Gene,Keep
A1CF,Mutated_Gene,Keep
ESPL1,Mutated_Gene,Keep
CA10,Mutated_Gene,Keep
SCN11A,Mutated_Gene,Keep
CHIA,Mutated_Gene,Keep
TNIK,Mutated_Gene,Keep
CAPN6,Mutated_Gene,Keep
HERC1,Mutated_Gene,Keep
RSAD2,Mutated_Gene,Keep
KLHL9,Mutated_Gene,Keep
LGALS13,Mutated_Gene,Keep
ROS1,Mutated_Gene,Keep
HUWE1,Mutated_Gene,Keep
WDFY4,Mutated_Gene,Keep
GRIN2A,Mutated_Gene,Keep
BAI3,Mutated_Gene,Keep
LRRN1,Mutated_Gene,Keep
TRPM1,Mutated_Gene,Keep
FAM135B,Mutated_Gene,Keep
POLI,Mutated_Gene,Keep
PLXNA4,Mutated_Gene,Keep
HIST1H3C,Mutated_Gene,Keep
MYO7B,Mutated_Gene,Keep
AMOTL2,Mutated_Gene,Keep
NRAP,Mutated_Gene,Keep
KPNB1,Mutated_Gene,Keep
CNTN4,Mutated_Gene,Keep
KAT2A,Mutated_Gene,Keep
GRIP1,Mutated_Gene,Keep
RAB33B,Mutated_Gene,Keep
ADAMTS15,Mutated_Gene,Keep
ZNF467,Mutated_Gene,Keep
CFP,Mutated_Gene,Keep
CTNNA2,Mutated_Gene,Keep
PC,Mutated_Gene,Keep
ADAMTS16,Mutated_Gene,Keep
CLTCL1.y,Mutated_Gene,Keep
PRKAG3,Mutated_Gene,Keep
UBTF,Mutated_Gene,Keep
DIAPH2,Mutated_Gene,Keep
TMEM132C,Mutated_Gene,Keep
SATB2,Mutated_Gene,Keep
TNS1,Mutated_Gene,Keep
HTR3D,Mutated_Gene,Keep
IBTK,Mutated_Gene,Keep
KIAA1549.y,Mutated_Gene,Keep
PPIC,Mutated_Gene,Keep
TSKS,Mutated_Gene,Keep
GLDC,Mutated_Gene,Keep
TTBK1,Mutated_Gene,Keep
CDH20,Mutated_Gene,Keep
EED.y,Mutated_Gene,Keep
GIT2,Mutated_Gene,Keep
KCNH6,Mutated_Gene,Keep
MAN2A2,Mutated_Gene,Keep
TENM4,Mutated_Gene,Keep
DPF2,Mutated_Gene,Keep
ADAMTS12,Mutated_Gene,Keep
KRT14,Mutated_Gene,Keep
FREM3,Mutated_Gene,Keep
COL22A1,Mutated_Gene,Keep
MAPK13,Mutated_Gene,Keep
SLC30A2,Mutated_Gene,Keep
CLPX,Mutated_Gene,Keep
CERS3,Mutated_Gene,Keep
PRR14,Mutated_Gene,Keep
PIGS,Mutated_Gene,Keep
PTPRA,Mutated_Gene,Keep
CACNA1D.y,Mutated_Gene,Keep
MARCH11,Mutated_Gene,Keep
EPB41L2,Mutated_Gene,Keep
SGK223,Mutated_Gene,Keep
HEPH,Mutated_Gene,Keep
NTRK3.y,Mutated_Gene,Keep
DLG3,Mutated_Gene,Keep
CARNS1,Mutated_Gene,Keep
CDON,Mutated_Gene,Keep
SLC13A1,Mutated_Gene,Keep
AARS2,Mutated_Gene,Keep
ULK1,Mutated_Gene,Keep
TGFBI,Mutated_Gene,Keep
CSN2,Mutated_Gene,Keep
CRHR2,Mutated_Gene,Keep
FGD6,Mutated_Gene,Keep
ATG2B,Mutated_Gene,Keep
GABRB3,Mutated_Gene,Keep
BTBD2,Mutated_Gene,Keep
RTL1,Mutated_Gene,Keep
AGBL1,Mutated_Gene,Keep
CYP2S1,Mutated_Gene,Keep
KCNB1,Mutated_Gene,Keep
HEG1,Mutated_Gene,Keep
NPAP1,Mutated_Gene,Keep
NR1H4,Mutated_Gene,Keep
TTC17,Mutated_Gene,Keep
A4GALT,Mutated_Gene,Keep
ROBO1,Mutated_Gene,Keep
SMR3B,Mutated_Gene,Keep
SPEF2,Mutated_Gene,Keep
WWC1,Mutated_Gene,Keep
TAF1L,Mutated_Gene,Keep
DSTYK,Mutated_Gene,Keep
ADARB2,Mutated_Gene,Keep
STK24,Mutated_Gene,Keep
SALL4.y,Mutated_Gene,Keep
TGFBR3,Mutated_Gene,Keep
LPIN3,Mutated_Gene,Keep
SLC12A1,Mutated_Gene,Keep
RIPK1,Mutated_Gene,Keep
SAMD7,Mutated_Gene,Keep
NPNT,Mutated_Gene,Keep
SPG11,Mutated_Gene,Keep
CNTNAP1,Mutated_Gene,Keep
RBMS1,Mutated_Gene,Keep
BMP3,Mutated_Gene,Keep
BRINP2,Mutated_Gene,Keep
TET1.y,Mutated_Gene,Keep
CYTIP,Mutated_Gene,Keep
PUM1,Mutated_Gene,Keep
ZNF644,Mutated_Gene,Keep
NLRP3,Mutated_Gene,Keep
BAIAP3,Mutated_Gene,Keep
REXO1,Mutated_Gene,Keep
ZNF518B,Mutated_Gene,Keep
KCNG4,Mutated_Gene,Keep
CDH24,Mutated_Gene,Keep
PPP1R3A,Mutated_Gene,Keep
KMT2D.y,Mutated_Gene,Keep
ADAMTS7,Mutated_Gene,Keep
CTNND2,Mutated_Gene,Keep
ZIC2,Mutated_Gene,Keep
CPS1,Mutated_Gene,Keep
CELSR2,Mutated_Gene,Keep
C2orf71,Mutated_Gene,Keep
ARID1B.y,Mutated_Gene,Keep
CRY1,Mutated_Gene,Keep
ZBTB47,Mutated_Gene,Keep
WDR43,Mutated_Gene,Keep
TRPM4,Mutated_Gene,Keep
MYT1,Mutated_Gene,Keep
FAM155A,Mutated_Gene,Keep
ZNF687,Mutated_Gene,Keep
SF3A1,Mutated_Gene,Keep
frameshift_variant,Mutation_Type,Keep
missense_variant,Mutation_Type,Keep
stop_gained,Mutation_Type,Keep
inframe_deletion,Mutation_Type,Keep
protein_altering_variant,Mutation_Type,Keep
splice_acceptor_variant,Mutation_Type,Keep
splice_donor_variant,Mutation_Type,Keep
start_lost,Mutation_Type,Keep
inframe_insertion,Mutation_Type,Keep
stop_lost,Mutation_Type,Keep
